"LocalUserId","DateCreated","LastLogin"
"lstout","2009-03-06",NULL
"lswartz","2012-11-06","2012-11-09"
"lu4","2011-07-01","2011-09-26"
"luofeng","2011-08-25","2016-06-08"
"luyangw","2012-03-01",NULL
"lwang3","2010-09-06","2016-12-14"
"lwang6","2011-07-20","2011-09-30"
"lwhowar","2010-05-05","2013-12-05"
"lyoukha","2011-03-09",NULL
"lyu","2012-09-18",NULL
"lzu","2013-01-31","2015-08-13"
"macaule","2011-02-11",NULL
"malloy","2008-10-09","2013-04-11"
"manjees","2010-11-29","2012-09-06"
"manley2","2010-05-04",NULL
"manojsingh","2012-01-17","2016-01-20"
"marches","2008-03-04",NULL
"marlinc","2012-04-23","2014-02-13"
"mason","2010-08-12","2015-07-27"
"matt","2009-01-29","2014-03-25"
"matthe6","2008-04-01",NULL
"matthec","2011-08-25",NULL
"matthewdowney","2012-01-26","2012-03-16"
"mattl","2011-09-05",NULL
"maximih","2012-04-02","2012-09-06"
"mayorga","2010-08-26",NULL
"mbauman","2012-08-29","2013-11-30"
"mbhuiya","2008-07-22",NULL
"mblanke","2012-11-06","2012-11-09"
"mbojazi","2010-08-16","2016-12-13"
"mbradle","2008-02-28","2016-12-13"
"mcarrol","2010-10-28",NULL
"mcarte4","2012-02-24",NULL
"mccrone","2008-07-07",NULL
"mcjunk2","2013-01-07","2013-05-03"
"mclance","2012-02-03","2012-08-09"
"mclay","2008-03-04",NULL
"mcleod4","2012-07-10","2013-03-30"
"mcook2","2009-10-26","2015-03-18"
"mcordov","2013-02-20","2014-03-31"
"mcths","2008-09-08","2012-05-06"
"mdaniel","2012-01-25","2012-07-07"
"mdate","2008-01-09","2012-08-15"
"mdelore","2008-11-05",NULL
"mdmalon","2012-11-06",NULL
"mdowlin","2011-04-06","2016-08-30"
"mdr","2012-10-08","2016-07-11"
"mdunlap","2012-08-23","2012-12-09"
"mecca2","2012-05-14","2014-01-23"
"medlock","2010-05-10","2012-08-03"
"megan8","2013-01-11","2013-01-29"
"megeber","2012-06-26","2013-08-18"
"meng","2011-01-21","2013-03-05"
"metzclyde","2011-02-17",NULL
"mfaheemusc","2012-06-08","2013-06-11"
"mfallet","2008-10-16","2014-09-03"
"mfazelp","2011-10-14","2012-05-05"
"mfreedm","2012-08-29","2012-12-10"
"mgagnep","2012-10-17","2012-10-17"
"mgarg","2011-09-13","2015-12-03"
"mgorg_web","2008-11-24",NULL
"mgupta","2011-08-25","2011-12-16"
"mhbhuiy","2012-10-31","2015-05-28"
"michaelakinpelu","2011-02-17",NULL
"michaeldorko","2010-09-13",NULL
"michaelol","2012-01-11","2012-04-17"
"mike","2007-12-15",NULL
"mikec","2008-01-14","2015-07-15"
"mikelarsen","2011-02-16",NULL
"min","2010-09-07","2014-09-11"
"mingh","2009-03-25","2014-06-30"
"mirkohenning","2011-04-26",NULL
"mis","2009-01-05",NULL
"mjerzma","2012-10-31",NULL
"mjs","2008-01-08","2016-07-07"
"mjuang","2009-06-22","2016-03-30"
"mkalita","2011-07-20",NULL
"mksingh","2008-01-09",NULL
"mkucukk","2008-10-09","2016-08-18"
"mkurz","2008-06-05","2013-02-13"
"mlaird","2013-01-17","2013-12-04"
"mlarsen","2008-07-23","2016-01-13"
"mlu2","2011-06-29",NULL
"mmadiga","2011-10-26","2011-12-13"
"mmallad","2012-03-24","2013-10-24"
"mmanand","2010-03-29","2016-11-18"
"moldenhauer","2011-08-22","2013-04-19"
"monesso","2012-05-29",NULL
"morella","2008-03-04",NULL
"mpayne3","2013-01-08","2016-08-15"
"mpetukh","2011-09-16","2016-08-16"
"mramanu","2013-01-15",NULL
"mrinald","2012-10-08","2013-12-23"
"mrlebla","2013-01-22","2013-02-18"
"mrodriquez","2011-06-07",NULL
"mrtodd","2012-06-12","2014-04-23"
"msautte","2012-08-29","2012-12-04"
"mschind","2013-01-07","2013-04-24"
"mselbes","2012-10-29","2012-12-12"
"msoltan","2013-01-14","2013-01-17"
"mtmoore","2009-05-21",NULL
"mtpowel","2008-01-15",NULL
"mtrabel","2010-04-05","2014-12-09"
"mtran","2008-06-05",NULL
"mtraune","2008-02-09",NULL
"mutant","2010-11-29","2013-04-18"
"mwilso9","2012-08-26","2013-12-15"
"myricom","2008-01-03",NULL
"mzhenir","2011-03-10",NULL
"nagios","2008-08-19",NULL
"nalugub","2013-01-31","2013-04-08"
"nanohub","2009-01-05",NULL
"nbendre","2012-01-17","2012-11-25"
"nbkaye","2010-10-04",NULL
"nblack","2010-12-13","2015-04-15"
"neesvo","2011-06-22",NULL
"newelch","2013-01-07","2013-12-11"
"newilso","2009-06-29","2014-03-17"
"nguzzar","2013-01-30","2013-01-30"
"nheavne","2012-02-09","2014-04-09"
"ningyuscsu","2010-10-21",NULL
"nirnimesh","2011-04-15",NULL
"njklein","2012-08-28","2014-03-11"
"njmoore","2012-08-29","2012-12-12"
"njoelyn","2008-06-06",NULL
"nlauren","2012-02-20","2012-06-17"
"nlmills","2008-10-15","2016-12-14"
"nmadhok","2013-01-07","2013-05-22"
"noc","2011-05-03",NULL
"npadman","2012-08-14","2016-12-12"
"npoudel","2012-10-03","2014-01-05"
"nraut","2012-01-11","2013-10-15"
"nromito","2013-02-27","2013-04-24"
"nsarma","2012-08-24","2016-12-14"
"nsayson","2010-09-06","2012-05-18"
"nvellor","2008-01-09","2012-08-14"
"nvidia","2013-02-26","2015-05-29"
"nvithla","2010-09-23","2012-04-29"
"nvogh","2010-11-29",NULL
"nwourms","2012-06-12","2012-11-15"
"nx","2009-12-08",NULL
"nyilmaz","2011-08-26","2012-01-21"
"nzagora","2012-10-05","2013-01-08"
"okarunw","2009-08-20","2014-06-25"
"olasca","2011-02-07",NULL
"omarb","2009-11-11","2011-11-22"
"opsvo","2009-03-19",NULL
"osangsa","2010-09-28",NULL
"osg","2009-01-05",NULL
"oyilmaz","2011-12-09","2011-12-21"
"pannapa","2010-10-14","2011-11-28"
"parkerm","2012-06-12","2012-12-08"
"parthb","2011-03-14","2013-10-14"
"patter6","2009-07-29",NULL
"paulsagona","2011-02-23",NULL
"paynter","2010-10-05",NULL
"pbelott","2010-09-23","2016-08-03"
"pbhatta","2010-08-25","2012-10-19"
"pbleona","2012-02-03","2016-12-09"
"pbshah","2011-03-10",NULL
"pbsscott","2012-02-17","2012-02-27"
"pbsteach","2011-08-25",NULL
"pdave","2009-01-21","2013-09-01"
"pdwlk","2012-10-18","2012-10-24"
"pemille","2008-04-24","2012-04-16"
"pepin","2007-12-15","2016-12-11"
"pgautam","2012-10-08","2013-02-13"
"phahn2127","2011-02-18","2016-12-13"
"phe","2008-02-20",NULL
"philipmoore","2012-02-23",NULL
"pisup","2008-06-05",NULL
"pkilgo","2012-08-24","2016-02-15"
"pkuberr","2011-07-29","2015-12-16"
"plogan","2012-08-29","2013-01-13"
"pmarko","2010-11-10","2013-05-24"
"pnapier","2011-08-31","2011-09-30"
"pnodine","2010-12-13",NULL
"pofriel","2012-08-29","2012-12-12"
"portnyk","2012-03-27","2015-07-02"
"pratikd","2009-11-21",NULL
"pratikpatel","2012-04-09","2012-09-11"
"psaraf","2012-11-19","2013-08-29"
"psdukes","2011-08-26","2012-04-16"
"ptmcdon","2012-08-29","2012-12-07"
"ptuckfi","2013-01-07","2013-04-11"
"pwisess","2011-01-21","2011-12-13"
"pwu","2009-12-11","2015-03-05"
"pww","2008-01-09","2016-12-07"
"pxie","2012-04-23","2016-09-30"
"pxu","2012-01-17","2014-01-10"
"pxuan","2009-07-29","2016-12-13"
"qfsadm","2008-07-30",NULL
"qil","2012-01-25","2016-12-13"
"qingm","2012-02-27","2016-12-03"
"qingpim","2013-01-14","2014-02-22"
"qiz","2008-08-12","2014-10-06"
"quinces","2013-01-07","2013-04-25"
"qyao","2012-09-17","2014-01-21"
"rallen3","2013-01-31","2014-03-11"
"ramin","2008-02-01","2014-08-21"
"ranajea","2012-08-24","2014-10-29"
"rapon","2012-03-05","2012-03-09"
"rarmstr","2013-01-07","2013-05-01"
"raymons","2010-01-19",NULL
"rcragun","2012-10-02","2016-01-19"
"rdefeve","2012-09-04","2016-12-12"
"rdias","2013-02-28","2014-02-02"
"rebak","2008-04-03",NULL
"rebholz","2008-09-15","2016-02-15"
"reucm01","2012-06-15","2012-07-27"
"reucm02","2012-06-12","2015-04-21"
"reucm03","2012-06-12","2016-01-23"
"reucm04","2012-06-12","2012-06-18"
"reucm05","2012-06-12","2013-06-17"
"reucm06","2012-06-12","2012-07-05"
"reucm07","2012-06-12","2012-07-09"
"reucm08","2012-06-12","2012-06-15"
"reucm09","2012-06-12","2012-06-18"
"reucm10","2012-06-12",NULL
"reucm11","2012-06-12","2012-06-18"
"reucm12","2012-06-15","2012-06-18"
"reucm13","2012-06-12",NULL
"reucm14","2012-06-12","2012-06-15"
"reucm15","2012-06-12",NULL
"reukov","2009-01-09",NULL
"reumth0","2008-06-05",NULL
"reumth1","2008-06-05",NULL
"reumth2","2008-06-05",NULL
"reumth5","2008-06-05",NULL
"reumth6","2008-06-05",NULL
"rexhodges","2010-08-11","2012-06-13"
"rgetman","2011-07-29","2016-12-13"
"rgillet","2012-10-30","2012-10-31"
"rgoodbe","2011-09-05","2016-09-20"
"rhazari","2012-10-29","2014-05-25"
"rhweiss","2013-01-31",NULL
"richar3","2009-04-01",NULL
"richardtrager","2010-08-26",NULL
"rjagadi","2009-11-21",NULL
"rjbritt","2012-08-29","2012-12-08"
"rjkern","2011-01-21","2012-07-24"
"rkatrag","2011-06-20","2012-02-22"
"rkeaton","2010-09-10","2016-03-11"
"rlake","2008-06-05",NULL
"rm","2008-02-20","2016-10-20"
"rmaini","2013-01-07","2014-02-13"
"rmcgarv","2008-03-11",NULL
"rmiron","2012-08-29","2012-12-10"
"robodoc","2010-12-10","2016-10-12"
"rooksan","2009-09-09","2016-12-13"
"rpenney","2012-06-21","2012-07-12"
"rpkelly","2013-01-15","2014-05-05"
"rqiao","2008-04-24","2016-09-02"
"rrenner","2012-08-30","2012-11-14"
"rschkod","2012-06-26",NULL
"rseay","2011-08-31","2011-09-30"
"rsgearh","2009-09-08",NULL
"rshyam","2008-08-05",NULL
"rslenge","2012-08-29","2013-02-01"
"rsurpal","2012-01-26","2012-04-21"
"rsvuser","2009-03-03",NULL
"rthashi","2009-01-29",NULL
"rtipnis","2011-08-25","2015-12-07"
"ruoyuz","2012-02-28","2013-01-27"
"rwald","2009-01-21",NULL
"rwang3","2011-08-25","2012-05-31"
"rxie","2012-09-04","2013-09-04"
"ryanwidejko","2012-09-05","2012-12-06"
"rynep","2012-09-18",NULL
"saiprab","2012-01-11",NULL
"sajibs","2012-04-26","2014-10-07"
"sajindp","2010-11-05",NULL
"salaiammal","2012-06-08","2012-06-20"
"salilb","2010-11-29","2011-11-02"
"sam","2008-02-18",NULL
"samarts","2012-01-17","2013-04-11"
"sampson","2011-04-26","2016-02-16"
"sandeep_patel","2009-09-21",NULL
"sarahz","2008-07-16",NULL
"saski","2010-02-04","2016-12-13"
"sauerr","2011-06-23",NULL
"sauladelman","2010-09-13",NULL
"saurabp","2011-04-13","2016-12-13"
"saurinp","2011-04-15","2013-04-26"
"sbagher","2011-02-07",NULL
"sbgrdvo","2010-07-06",NULL
"sbgrid","2012-11-13",NULL
"sborkot","2011-05-27","2016-12-13"
"sbryce","2012-09-04","2014-01-22"
"scarecrow","2011-02-02",NULL
"scasaci","2011-01-21","2014-01-27"
"schalil","2013-01-31","2016-12-13"
"schanta","2010-03-12",NULL
"schauba","2012-01-17","2012-04-15"
"schaurasia","2011-06-07",NULL
"scherka","2013-01-20","2013-03-11"
"schiu","2013-02-08","2014-04-22"
"schvan","2010-01-08","2013-01-11"
"schwall","2012-10-31",NULL
"scogill","2012-09-04","2016-10-16"
"scolin","2012-10-01","2014-10-01"
"scottgarland","2012-09-05","2013-07-11"
"scricke","2012-04-04",NULL
"sdarnel","2009-08-17","2014-06-13"
"sdeitch","2009-01-14",NULL
"sdhampt","2012-11-13","2013-02-01"
"sdsnyde","2011-01-20","2013-06-05"
"sduckwo","2008-03-03","2014-09-12"
"seannorman","2011-10-25","2011-11-09"
"sears3","2012-07-16","2012-07-23"
"sebgoa","2008-01-31",NULL
"seltara","2012-04-04","2012-04-28"
"seokjoy","2012-08-29","2012-12-06"
"sergiom","2010-06-23","2015-10-02"
"sethe","2012-07-03","2014-03-18"
"sez","2010-08-17","2015-07-21"
"sfayazi","2012-06-13","2015-10-21"
"sfickli","2010-09-16","2014-10-02"
"sghimir","2012-02-28","2012-04-24"
"sgist","2011-01-20",NULL
"sgulati","2013-01-07","2013-04-24"
"sguntak","2010-01-27",NULL
"shaftoe","2008-05-08","2013-03-18"
"shanghl","2012-10-25","2012-12-01"
"shassan","2011-06-01","2012-07-12"
"shawnaustin","2012-02-23",NULL
"shawnwalker","2012-07-02",NULL
"shayneh","2012-01-11","2012-04-18"
"shenh","2010-01-12",NULL
"shireeh","2012-09-04","2013-06-21"
"shoover","2008-09-11",NULL
"shuaisl","2012-08-29","2016-02-21"
"shuangw","2012-02-27",NULL
"shuangy","2009-11-24",NULL
"shuyu","2008-02-28",NULL
"simonja","2012-07-02","2014-05-20"
"sjagade","2012-09-04","2012-09-06"
"sjchamb","2011-08-15",NULL
"skdalto","2011-03-15","2011-12-05"
"skottap","2011-03-09","2013-06-23"
"sli","2012-09-11","2013-09-27"
"slindau","2012-11-18","2012-12-05"
"sliu2","2012-01-12","2012-09-07"
"slokala","2009-11-11",NULL
"smaskey","2008-05-29","2016-12-04"
"smgibso","2011-01-19","2012-08-13"
"smithmc","2013-01-15",NULL
"smityak","2011-09-30","2016-11-25"
"smj2","2011-11-08","2011-12-01"
"smoysey","2008-02-28","2016-10-19"
"smsaras","2008-08-18",NULL
"soloriegbe","2010-05-10",NULL
"songkaw","2012-09-27","2014-08-07"
"sorineloprisan","2011-02-16",NULL
"sosolik","2008-06-10","2012-08-09"
"spangen","2011-06-07",NULL
"spant","2011-09-08","2011-12-21"
"sparvin","2012-10-25","2015-05-24"
"spkelly","2012-08-29","2013-11-18"
"sradic","2012-02-07","2015-11-02"
"sramana","2010-03-29","2012-10-06"
"srirams","2010-08-16",NULL
"srwhets","2010-12-15",NULL
"ss","2008-01-09","2016-11-16"
"ssarupr","2011-10-03","2016-11-11"
"ssherwa","2013-02-19",NULL
"sstefl","2012-01-12","2014-12-10"
"starrhazard","2010-01-07","2015-12-21"
"starvo","2010-07-19",NULL
"staton2","2008-07-23","2013-12-31"
"stemiz","2011-06-24",NULL
"steng","2008-03-04",NULL
"stephew","2011-07-29",NULL
"steve","2009-06-10","2013-07-26"
"stomar","2010-03-29","2011-11-21"
"strtest","2009-12-08",NULL
"stuartparnham","2010-12-13",NULL
"stwood","2009-01-14",NULL
"subhras","2010-11-30","2013-08-17"
"sumedhn","2011-01-20","2013-05-14"
"sumodm","2008-11-07","2011-09-29"
"sushans","2008-07-22",NULL
"suthirakunusc","2012-06-08","2012-10-05"
"sven_isaacson","2011-07-05",NULL
"swanso3","2012-10-03","2016-07-07"
"swatro","2012-09-03","2013-02-14"
"swijesi","2011-03-17","2016-12-12"
"switham","2010-06-07","2012-06-10"
"swlayne","2013-01-07","2015-02-18"
"syhuang","2012-08-29","2013-04-24"
"syun","2011-01-20",NULL
"taaffe","2010-08-26",NULL
"tabramy","2010-09-07","2016-12-13"
"talonbrown","2012-09-05","2013-04-12"
"tanners","2010-11-05",NULL
"tbangal","2009-11-04",NULL
"tcowger","2009-01-07",NULL
"tcreeve","2010-08-16","2011-10-07"
"tdavis2","2011-06-23",NULL
"tdj","2011-04-01",NULL
"tembry","2008-01-09",NULL
"terahub","2010-09-01",NULL
"terrill","2012-07-02",NULL
"tgodfre","2011-01-19",NULL
"than","2012-02-27","2016-12-13"
"thare","2009-05-22",NULL
"thomasansley","2012-02-15","2012-02-27"
"tingtingqin","2010-08-26",NULL
"tjanefa","2010-09-17",NULL
"tjcurti","2009-03-06","2014-04-19"
"tjhawki","2012-10-18","2013-04-30"
"tjohnston","2011-04-16","2012-05-31"
"tkimmet","2012-06-04","2014-04-25"
"tkucukk","2008-10-16","2016-12-13"
"tlihsin","2008-02-28","2016-12-06"
"tmcgoug","2012-08-29","2012-11-27"
"tmroz","2008-01-10","2014-10-12"
"tnaselaris","2011-12-20","2013-11-27"
"tross","2008-03-03",NULL
"truptip","2008-07-23",NULL
"tscott2","2013-01-07","2015-11-24"
"tshanno","2012-06-12",NULL
"tsteube","2011-03-09",NULL
"tstraus","2011-02-01","2013-11-19"
"tto","2013-02-22","2013-07-15"
"tunl","2011-03-17","2012-07-16"
"turnbul","2010-12-02","2016-11-01"
"tyquanparker","2011-02-18",NULL
"tyu","2010-05-11","2014-07-20"
"tzhebe","2010-07-14","2016-12-13"
"ubhatta","2012-03-01","2014-06-09"
"ubmod","2008-08-05",NULL
"ukapale","2011-01-21",NULL
"ushrest","2009-04-03","2013-02-13"
"vbhide","2011-09-30",NULL
"vblouin","2008-05-26","2014-01-09"
"vburton","2010-09-20",NULL
"vcuff","2012-09-03","2013-04-29"
"vdevi","2012-06-21","2012-12-10"
"vellorena","2012-09-17","2013-10-06"
"vgallas","2009-01-14",NULL
"vibhora","2011-09-29","2016-11-10"
"vidhig","2012-08-24","2012-12-10"
"vishwap","2012-01-13","2012-04-16"
"vjervin","2008-07-22","2013-02-12"
"vlbyrd","2011-05-20","2014-05-13"
"vmurali","2010-11-10",NULL
"vsantik","2012-01-25","2012-01-25"
"vsennak","2010-01-08",NULL
"walt","2008-03-12","2016-11-01"
"wangw","2010-12-10","2014-05-15"
"warner","2008-06-05","2014-03-04"
"waterhouse","2008-05-08",NULL
"wbatton","2012-08-29","2012-12-08"
"wbgreen","2012-01-11","2016-11-28"
"wcai","2008-05-19",NULL
"wcbeck","2013-01-07","2013-12-08"
"wcbell","2011-03-24",NULL
"wcm","2012-09-04","2015-03-22"
"webmo","2011-10-13",NULL
"weiweixuusc","2011-06-02",NULL
"wen2","2013-01-04","2016-12-10"
"wenshaw","2009-01-14","2012-03-16"
"wglover","2011-10-27",NULL
"whe","2011-02-25","2013-10-22"
"whistle","2008-04-01",NULL
"whitedl","2012-01-25","2014-02-05"
"wilbertvdk","2008-01-29",NULL
"williamgardner","2012-09-01","2012-12-06"
"williammondy","2010-12-10",NULL
"willjones","2010-04-19","2012-06-11"
"willys","2008-03-04",NULL
"wjimzheng","2010-08-26",NULL
"wlai","2010-09-15","2016-12-13"
"wli5","2012-09-20","2016-09-19"
"wligon","2010-05-12",NULL
"wolf","2007-12-15","2016-08-29"
"woodard","2008-04-24","2012-04-14"
"wpang","2009-01-29","2016-11-04"
"wr","2010-11-05","2016-12-13"
"wsuski","2012-01-25","2012-10-16"
"wtorres","2008-05-12",NULL
"wwalsh","2011-01-20",NULL
"wwhitt","2009-05-06",NULL
"wz","2013-01-31",NULL
"xfeng","2008-02-26","2016-12-13"
"xfu","2011-09-29",NULL
"xhe","2008-07-23",NULL
"xhuang","2010-02-04","2013-05-31"
"xiay","2010-11-10","2014-07-09"
"xie3","2013-01-11","2013-01-22"
"xikaij","2010-10-28","2016-10-17"
"xinyu","2012-10-08","2016-12-14"
"xiqiangzheng","2011-02-17",NULL
"xren","2012-03-26","2015-03-01"
"xsun","2011-03-14",NULL
"xu7","2012-09-04","2015-01-17"
"xuesonl","2010-08-19","2012-03-28"
"xwang7","2011-11-21","2011-12-16"
"xxia","2010-09-07","2016-11-08"
"xxie","2012-07-13","2014-05-23"
"xyao","2013-02-07",NULL
"xyun","2008-07-23",NULL
"yaful","2008-09-15",NULL
"yangg","2010-12-06","2015-01-21"
"yangli","2008-01-14",NULL
"yangn","2011-02-11",NULL
"yanxiaw","2012-09-12","2015-01-28"
"ychen8","2012-11-20",NULL
"yfeaste","2012-01-13","2012-02-18"
"yfu","2011-07-05","2016-10-31"
"ygan","2012-08-27","2016-11-28"
"yihuad","2012-01-17","2013-11-28"
"yimingh","2011-03-13","2013-03-29"
"yingxic","2012-08-29","2014-04-30"
"yingy","2013-01-11","2016-07-21"
"yinlinl","2012-10-04","2016-12-07"
"yj","2012-10-25","2016-11-30"
"yliu4","2010-02-25","2016-09-02"
"ymu","2012-08-01","2014-01-02"
"yongh","2008-09-10",NULL
"yongrew","2011-07-20","2012-03-09"
"yuanyu2","2012-06-15","2016-07-26"
"yuefenz","2013-01-22","2013-04-25"
"yuehuaz","2010-10-15","2016-11-17"
"yuhual","2012-01-11","2015-07-30"
"yujied","2009-01-29","2012-01-24"
"yujies","2011-09-12","2013-07-10"
"yunhaow","2012-09-20","2013-03-12"
"yunshew","2012-10-22","2016-11-29"
"yunsonz","2009-08-12","2016-07-14"
"yushans","2011-04-22",NULL
"yxie","2009-02-10",NULL
"yxu","2009-01-14",NULL
"yzheng","2011-10-25","2015-08-24"
"zacharywilson","2012-03-29","2012-10-16"
"zaner","2012-08-29","2014-03-27"
"zdunn","2012-08-29","2013-12-05"
"zel","2010-01-12",NULL
"zfu","2011-08-04","2012-09-10"
"zgong","2012-11-06",NULL
"zhao2","2008-08-06",NULL
"zhaoxin","2012-08-26","2014-03-10"
"zhej","2011-09-13","2016-12-13"
"zhengyz","2012-09-13","2012-12-17"
"zhifenl","2011-07-29","2012-05-16"
"zhiyuam","2009-10-28","2016-05-16"
"zhu3","2009-07-01",NULL
"zhuol","2011-08-25","2012-01-23"
"zshore","2012-06-12","2015-03-04"
"zwelch","2011-12-12","2012-07-05"
"zzhang2","2010-08-25","2013-06-24"
"alporte","2013-03-08","2013-12-04"
"jies","2013-03-04","2015-01-07"
"tmcclai","2013-03-08","2013-03-08"
"ddrozdo","2013-03-08",NULL
"xbai","2013-03-06",NULL
"bfarinh","2013-03-04",NULL
"krmccal","2013-03-04","2013-04-23"
"hkinsey","2013-03-04","2014-04-30"
"eekilgo","2013-03-08","2014-05-02"
"zshi","2013-03-11","2014-06-06"
"sbritt","2013-03-11","2013-09-11"
"jssoile","2013-03-11","2013-04-19"
"dreynol","2013-03-11","2016-12-12"
"ohambol","2013-03-11","2015-10-09"
"elsulli","2013-03-13","2013-04-24"
"dongqih","2013-03-12",NULL
"dazhil","2013-03-13","2013-03-18"
"xtan","2013-03-12",NULL
"rdhakal","2013-03-18","2013-09-08"
"edogan","2013-03-19","2014-03-16"
"jdaley","2013-03-20",NULL
"hrishikeshfmu","2013-03-26",NULL
"bqi","2013-04-05","2013-07-18"
"qifanh","2013-04-01","2014-06-19"
"yanxiad","2013-04-05","2013-04-17"
"wenping","2013-04-08","2015-12-02"
"bkent","2013-04-09","2013-04-17"
"yzhao3","2013-04-17","2015-02-24"
"jbarry","2013-04-17","2015-02-27"
"ewing2","2013-04-15","2013-05-21"
"hpahel","2013-04-15","2013-04-18"
"kuru","2013-04-24",NULL
"vdanget","2013-04-24","2013-04-24"
"dennisr","2013-05-01","2016-12-08"
"jgemmil","2013-05-03","2013-07-27"
"sarreader","2013-05-09","2013-05-16"
"heqingh","2013-05-09","2015-07-22"
"ssundar","2013-05-07","2014-02-22"
"carriew","2013-05-07","2013-10-16"
"cjsmn","2013-05-10","2016-11-14"
"lingjiz","2013-05-09","2014-05-10"
"qsc","2013-05-10","2016-10-04"
"tverkai","2013-05-17","2016-01-28"
"ecolon","2013-05-14","2015-10-30"
"isarnob","2013-05-13","2013-10-12"
"mfilano","2013-05-14","2014-04-07"
"nfouch","2013-05-20","2016-09-26"
"nerdman","2013-05-23","2013-05-23"
"hatchet","2013-05-23","2014-04-25"
"heister","2013-05-24","2016-12-04"
"ykuang","2013-05-22","2013-05-23"
"dbianch","2013-05-22","2013-05-23"
"aivanco","2013-05-20","2014-05-16"
"ndhenry","2013-05-22","2013-05-23"
"viyer","2013-05-27","2013-08-12"
"mca","2013-05-28","2013-08-26"
"lflower","2013-05-28","2013-06-04"
"mhazare","2013-05-29","2013-06-05"
"troyh","2013-05-29",NULL
"zziolko","2013-06-03","2016-12-13"
"ihamilt","2013-06-03","2013-07-31"
"bposey","2013-06-03","2016-11-28"
"reudc08","2013-06-04","2016-06-17"
"wrcolli","2013-06-04","2014-10-31"
"mmason3","2013-06-04","2013-08-05"
"reudc05","2013-06-06","2016-06-28"
"reudc09","2013-06-06","2014-06-20"
"reudc04","2013-06-06","2016-06-27"
"reudc07","2013-06-06","2016-10-28"
"reudc01","2013-06-06","2014-06-20"
"reudc12","2013-06-06","2014-07-22"
"reudc11","2013-06-06","2016-06-17"
"twagens","2013-06-06","2013-07-08"
"kamcgui","2013-06-06","2014-04-13"
"reudc06","2013-06-06","2016-07-07"
"reudc02","2013-06-06","2016-06-17"
"reudc15","2013-06-06","2014-06-26"
"sstric4","2013-06-06","2015-04-02"
"tbautis","2013-06-06","2014-11-17"
"reudc10","2013-06-06","2016-09-04"
"reudc03","2013-06-06","2016-06-17"
"burr2","2013-06-06","2016-09-18"
"reudc13","2013-06-06","2015-06-17"
"reudc14","2013-06-06","2014-06-23"
"kfreem2","2013-06-12",NULL
"tbolte","2013-06-12","2014-11-12"
"dtwelch","2013-06-12",NULL
"sbarre2","2013-06-12","2013-06-23"
"bmschul","2013-06-13",NULL
"bgreen9","2013-06-13",NULL
"kgunder","2013-06-13",NULL
"dsaini","2013-06-13","2013-07-25"
"ggriesh","2013-06-14","2013-08-07"
"sdix","2013-06-14","2016-12-07"
"crbaldw","2013-06-14","2013-07-31"
"phuongn","2013-06-19","2013-07-05"
"sdasett","2013-06-20","2016-12-13"
"zz","2013-06-25","2014-03-11"
"nnedump","2013-06-28","2016-06-27"
"ptstewa","2013-06-28","2013-12-05"
"jcheung","2013-07-01","2013-08-29"
"fu2","2013-07-07","2016-10-05"
"ppasuma","2013-07-08","2016-01-06"
"hongru_mit","2013-07-08",NULL
"nzhang3","2013-07-10","2015-11-02"
"srmille","2013-07-10","2013-07-17"
"kdey","2013-07-15","2014-09-22"
"jiseleg","2013-07-15","2013-07-23"
"sanjayp","2013-07-15","2013-09-15"
"junh","2013-07-16","2016-12-12"
"zhiyunl","2013-07-17","2013-07-26"
"nsmith","2013-07-24","2014-07-17"
"dccooke","2013-07-25","2015-03-22"
"ehelven","2013-07-29","2015-07-29"
"mcb4","2013-07-29",NULL
"lbesaur","2013-07-31","2016-05-08"
"zhengchang","2013-08-06",NULL
"ddu","2013-08-13","2016-11-21"
"rschwa2","2013-08-15","2016-11-03"
"gongbih","2013-08-16","2013-08-21"
"tnongnu","2013-08-19","2013-10-01"
"autumnl","2013-08-19","2013-08-26"
"bcampb7","2013-08-19","2016-12-13"
"bwang4","2013-08-20","2016-12-13"
"balytle","2013-08-20","2016-07-28"
"wli2","2013-08-20","2015-12-11"
"damiana","2013-08-20","2013-08-20"
"pmishra","2013-08-20","2015-07-29"
"rparaju","2013-08-20","2013-08-20"
"akaur","2013-08-20","2013-12-04"
"skar","2013-08-20","2015-08-31"
"chambe5","2013-08-20","2015-02-09"
"adbelle","2013-08-21","2013-11-25"
"dpruitt","2013-08-21","2014-11-05"
"chrisg","2013-08-21","2013-12-10"
"kjaic","2013-08-21","2013-11-21"
"hicks7","2013-08-21","2014-02-17"
"coltonr","2013-08-21","2015-12-09"
"rlwertz","2013-08-21",NULL
"ankurk","2013-08-21","2014-04-17"
"tohays","2013-08-21","2013-12-05"
"brhyne","2013-08-21","2013-12-13"
"sewells","2013-08-21","2013-12-04"
"mkirsch","2013-08-21",NULL
"cwitte","2013-08-21","2013-12-04"
"bheathe","2013-08-21","2013-12-05"
"dburnes","2013-08-21","2013-08-22"
"gcaulfi","2013-08-21","2013-12-04"
"jutter","2013-08-21","2015-01-04"
"tdstein","2013-08-21","2013-10-06"
"whewett","2013-08-21",NULL
"sidhars","2013-08-21","2014-04-24"
"wthoma2","2013-08-21","2014-02-27"
"cabel","2013-08-21","2013-12-10"
"ksummer","2013-08-21","2013-12-06"
