"LocalUserId","DateCreated","LastLogin"
"nnainar","2015-02-12",NULL
"jniedzw","2015-02-13",NULL
"ssinano","2015-02-13","2015-02-15"
"mcinty8","2015-02-16",NULL
"snath","2015-02-16",NULL
"zhanhel","2015-02-16","2015-02-16"
"scotty","2015-02-16","2016-06-29"
"bealver","2015-02-18","2016-12-05"
"mglick","2015-02-18","2016-04-25"
"scharny","2015-02-19","2016-08-26"
"martincuma","2015-02-20","2015-04-24"
"abentle","2015-02-23","2016-01-21"
"pcubre","2015-02-23","2016-10-10"
"mslewis","2015-02-23","2015-02-23"
"tcleven","2015-02-23","2016-11-17"
"qzhiyua","2015-02-24","2016-05-03"
"joebreen1","2015-02-24",NULL
"samliston","2015-02-24",NULL
"anitaorendt","2015-02-24","2015-02-25"
"wimcardoen","2015-02-24","2015-02-26"
"seanigoutah","2015-02-24",NULL
"brianhaymore","2015-02-24","2015-03-20"
"shuhanx","2015-03-02","2015-04-27"
"glindle","2015-03-03","2016-09-28"
"mfinney","2015-03-03","2015-07-16"
"amylr","2015-03-04",NULL
"lcushma","2015-03-04",NULL
"tgilmanov","2015-03-06","2016-11-20"
"hbtaylo","2015-03-10","2015-03-23"
"yuchenj","2015-03-11","2015-10-08"
"klay","2015-03-13","2015-06-23"
"jasonellis","2015-03-13","2016-09-25"
"cndrcron","2015-03-12",NULL
"fwei","2015-03-23","2015-12-16"
"dankogler","2015-03-23","2016-03-23"
"jmarler","2015-03-25","2015-12-10"
"alirezakhe","2015-03-26","2015-11-13"
"lsang","2015-03-26","2015-05-14"
"wenxinl","2015-03-27","2016-09-19"
"jhb","2015-03-30","2015-04-01"
"rprabha","2015-03-30","2016-12-02"
"mbrodowicz","2015-03-31","2015-06-02"
"lenovo","2015-03-30",NULL
"emcmack","2015-04-03","2015-04-15"
"hensonj","2015-04-06",NULL
"okeefe","2015-04-06",NULL
"mwood","2015-04-06",NULL
"shogun","2015-04-06",NULL
"smorey","2015-04-08","2015-12-17"
"shibd","2015-04-09",NULL
"rprasad","2015-04-10",NULL
"ddavis2","2015-04-13",NULL
"jre","2015-04-13",NULL
"beaum","2015-04-15","2016-04-06"
"stasike","2015-04-19","2015-05-12"
"klantz","2015-04-19","2016-02-25"
"asamsta","2015-04-22","2016-12-04"
"xiangfc","2015-04-22","2016-10-20"
"steveharper","2015-04-22","2015-10-06"
"ams","2015-04-23",NULL
"shirajk","2015-04-23","2015-12-10"
"lhua","2015-04-27","2016-01-13"
"hcha","2015-04-30","2016-12-09"
"peipeiw","2015-05-04","2016-11-07"
"shwetas","2015-05-08","2015-05-28"
"jbuff","2015-05-08","2016-05-06"
"thrash5","2015-05-11","2015-10-01"
"zazadi","2015-05-11","2016-11-11"
"jgilmer","2015-05-11","2016-12-02"
"nravic","2015-05-12","2015-05-21"
"osgconnect","2015-05-13","2016-08-15"
"ahollin","2015-05-13","2016-04-27"
"bpearce","2015-05-14","2015-09-09"
"splatt","2015-05-19","2015-12-01"
"sshoain","2015-05-19","2016-10-04"
"aklett","2015-05-19","2016-12-12"
"nmarais","2015-05-19",NULL
"town04","2015-05-19","2015-08-26"
"dhavel","2015-05-20","2015-07-27"
"rgodi","2015-05-21","2016-05-03"
"nimishy","2015-05-21","2015-05-22"
"aeddhir","2015-05-21","2015-05-22"
"awickra","2015-05-21","2016-12-07"
"sratti","2015-05-21","2015-05-22"
"hluo","2015-05-21","2015-05-22"
"shenghh","2015-05-21","2016-05-24"
"jcgentr","2015-05-21",NULL
"mansari","2015-05-21","2015-05-21"
"mmcenti","2015-05-21","2015-11-23"
"syuan","2015-05-21","2015-05-22"
"araghav","2015-05-21",NULL
"mmamun","2015-05-21","2015-05-22"
"xzhang7","2015-05-21","2016-12-12"
"yijianq","2015-05-21","2016-08-22"
"oltg","2015-05-21","2015-05-22"
"jevans6","2015-05-22","2015-08-11"
"ktsai","2015-05-22","2015-08-04"
"harunac","2015-05-22","2015-05-22"
"pshirol","2015-05-22",NULL
"sure06","2015-05-22","2015-05-23"
"clinduf","2015-05-25","2016-12-01"
"jantona","2015-05-26","2015-07-30"
"labullo","2015-05-26","2015-05-26"
"sbueche","2015-06-01","2016-09-23"
"vis11","2015-06-02","2015-06-04"
"vis12","2015-06-02","2015-06-04"
"dlehmac","2015-06-04","2016-08-20"
"nickcohen","2015-06-08","2016-02-29"
"aalteme","2015-06-09","2016-10-26"
"mjarada","2015-06-10","2015-10-05"
"gratia","2015-06-14",NULL
"lmurdoc","2015-06-17",NULL
"harsarora","2015-06-17","2015-10-22"
"dmedlin","2015-06-22","2016-08-25"
"xzhao5","2015-06-24","2016-09-01"
"gkonapa","2015-06-24","2016-10-27"
"wanghongxiao","2015-06-25","2015-10-23"
"mcmaha2","2015-06-25","2016-05-06"
"jelmelk","2015-06-29","2016-11-04"
"gwhumme","2015-06-30","2016-12-07"
"tlsande","2015-06-30","2016-05-16"
"dtripat","2015-06-30","2015-07-31"
"aalsuha","2015-06-30","2016-10-26"
"clarkcm","2015-07-08","2016-01-08"
"jra3","2015-07-08","2016-12-13"
"lycindf","2015-07-09",NULL
"kpregle","2015-07-15","2016-11-11"
"cwilso6","2015-07-20","2016-11-23"
"ijohnst","2015-07-21","2016-12-13"
"ssur","2015-07-21","2016-09-13"
"tnallen","2015-07-21","2016-11-19"
"hzhou3","2015-07-21","2016-05-18"
"lking2","2015-07-23","2015-07-23"
"ahakizi","2015-07-23","2016-12-08"
"aoverst","2015-07-23","2016-12-08"
"burak","2015-07-24","2016-11-11"
"tong2","2015-07-24","2016-11-29"
"harsha","2015-07-27","2015-07-28"
"hpriyad","2015-07-29","2016-05-19"
"ooyekoy","2015-07-30","2016-11-04"
"fermilab","2015-08-05",NULL
"xizhouf","2015-08-05","2016-12-13"
"erikd","2015-08-06","2015-12-11"
"njnicho","2015-08-10","2016-12-13"
"epartla","2015-08-12","2015-09-24"
"ashrits","2015-08-13","2016-12-08"
"jlj8","2015-08-13","2015-11-23"
"npocta","2015-08-13","2015-11-23"
"cgcoffm","2015-08-13","2015-11-23"
"zwalker","2015-08-13",NULL
"kjcooke","2015-08-13","2015-11-22"
"skelkar","2015-08-13","2015-11-23"
"raphaet","2015-08-13","2015-10-01"
"tgjohns","2015-08-13","2015-10-22"
"leonb","2015-08-13","2016-02-22"
"jhcain","2015-08-13","2015-11-23"
"anoel","2015-08-13","2015-12-06"
"zhongh","2015-08-13","2015-10-29"
"sudheed","2015-08-13",NULL
"sdeodha","2015-08-13","2016-04-19"
"nsimons","2015-08-13","2016-04-25"
"kwkenne","2015-08-13","2015-08-20"
"omayar","2015-08-17","2016-08-29"
"crsalte","2015-08-17","2015-11-23"
"akajal","2015-08-17","2015-11-19"
"mbasha","2015-08-17","2015-11-19"
"jbwood","2015-08-17","2015-12-01"
"smsouth","2015-08-17","2015-12-01"
"wleitne","2015-08-17","2015-12-01"
"bcdoher","2015-08-17",NULL
"jahenli","2015-08-17","2015-11-18"
"saptarp","2015-08-17","2016-03-22"
"jacksom","2015-08-17","2015-12-01"
"jacksod","2015-08-17","2015-12-01"
"mpfiste","2015-08-17","2015-12-01"
"zderose","2015-08-17","2015-12-04"
"kirstee","2015-08-17","2015-11-18"
"dflaate","2015-08-17","2015-12-03"
"jrlawso","2015-08-17","2016-04-06"
"sdprovo","2015-08-17","2016-03-22"
"akshitg","2015-08-17","2015-12-01"
"rmbaxle","2015-08-17","2015-11-18"
"clauded","2015-08-17","2016-08-26"
"smalick","2015-08-17","2016-05-03"
"smw2","2015-08-17","2016-04-18"
"cpriest","2015-08-17","2015-12-06"
"zhaoxid","2015-08-17","2016-04-19"
"mdeange","2015-08-17","2016-03-03"
"wtracey","2015-08-17","2015-12-01"
"mjlowde","2015-08-17","2015-11-19"
"dmclaug","2015-08-17","2015-12-16"
"gmwatki","2015-08-17","2015-12-01"
"dliu6","2015-08-18","2016-10-04"
"lilix","2015-08-18","2016-12-13"
"dafield","2015-08-18",NULL
"tmaitin","2015-08-18","2016-10-23"
"akashg","2015-08-18","2016-12-12"
"ecaruso","2015-08-18",NULL
"matheus","2015-08-19","2015-11-02"
"gthesin","2015-08-19","2016-06-30"
"ckrier","2015-08-19","2016-02-03"
"zyaeger","2015-08-19","2015-11-02"
"sshao","2015-08-19","2016-01-19"
"bwatso3","2015-08-21","2015-10-29"
"ltrembl","2015-08-21","2015-11-02"
"brookr","2015-08-21","2016-12-12"
"pkflana","2015-08-21","2015-10-21"
"jorgeh","2015-08-21","2015-08-30"
"fletchw","2015-08-21","2015-10-21"
"jcoving","2015-08-21","2015-11-02"
"yuchena","2015-08-21","2015-08-27"
"irobert","2015-08-21","2016-11-24"
"schavan","2015-08-24","2016-10-20"
"javritt","2015-08-24","2015-10-21"
"jschebe","2015-08-24","2015-11-05"
"hongwew","2015-08-24",NULL
"jlaird","2015-08-25","2015-12-03"
"mrothst","2015-08-25","2016-05-19"
"gbroome","2015-08-25","2016-04-26"
"brosene","2015-08-25","2016-09-02"
"asafiey","2015-08-25","2016-08-03"
"rohitg","2015-08-25","2016-04-11"
"zdishar","2015-08-25","2015-11-02"
"satishp","2015-08-25","2015-08-28"
"beg","2015-08-25","2015-11-18"
"ksm","2015-08-25","2015-08-25"
"davidhd","2015-08-25","2015-11-03"
"sameer","2015-08-26","2015-12-01"
"anishj","2015-08-26","2016-08-26"
"scureto","2015-08-27","2016-03-01"
"pclark","2015-08-27","2016-04-26"
"lcdavis","2015-08-27","2016-04-21"
"kthayes","2015-08-27",NULL
"wrnewbe","2015-08-27",NULL
"dhernan","2015-08-27","2016-04-26"
"tannero","2015-08-27",NULL
"abannis","2015-08-27","2016-11-03"
"sliu4","2015-08-27","2016-04-12"
"sbbowen","2015-08-27","2015-09-05"
"pherath","2015-08-27","2016-12-13"
"tmgriff","2015-08-27","2015-09-02"
"jonf","2015-08-27","2016-03-22"
"mjculle","2015-08-27","2016-04-19"
"bobrigg","2015-08-27","2016-03-03"
"ntlink","2015-08-27","2016-04-22"
"mfurlon","2015-08-27","2016-04-19"
"slinnel","2015-08-27","2016-05-31"
"jeant","2015-08-27","2016-10-24"
"johann","2015-08-27",NULL
"pappy","2015-08-27",NULL
"jswilde","2015-08-27","2016-04-19"
"caconkl","2015-08-27","2016-04-19"
"sllawso","2015-08-27","2016-04-21"
"rmtowns","2015-08-27","2016-04-30"
"rdausti","2015-08-27","2016-04-19"
"levesqu","2015-08-27","2016-04-24"
"dmranda","2015-08-27","2016-12-02"
"adpeck","2015-08-27","2016-09-02"
"dorn3","2015-08-27","2016-11-19"
"garofal","2015-08-27","2016-05-12"
"mlollis","2015-08-27","2016-04-26"
"dcowden","2015-08-27","2015-10-27"
"jmarque","2015-08-27","2015-09-02"
"jthollo","2015-08-27","2016-05-12"
"robertu","2015-08-27","2016-12-10"
"daj2","2015-08-27","2016-08-28"
"ja7","2015-08-27","2016-04-25"
"ewaylet","2015-08-27","2016-04-25"
"chrsitw","2015-08-27","2016-02-06"
"ccoulle","2015-08-27","2016-10-13"
"jgsherw","2015-08-28","2016-03-29"
"ssapkot","2015-08-28","2016-12-06"
"vtaggio","2015-08-29","2015-09-08"
"tkorokn","2015-09-01","2016-09-21"
"garyhardiman","2015-09-01",NULL
"cmccurl","2015-09-02","2015-11-23"
"dbpolla","2015-09-02",NULL
"sjbroml","2015-09-03","2016-11-14"
"okuksen","2015-09-07","2016-09-09"
"eneed","2015-09-09","2015-09-09"
"bjs2","2015-09-14","2016-07-01"
"amschmi","2015-09-14",NULL
"smokall","2015-09-14","2016-12-09"
"stellaw","2015-09-14","2016-08-22"
"aventra","2015-09-15","2015-12-06"
"dli2","2015-09-21","2016-12-01"
"akiene","2015-09-23","2015-11-02"
"sgholam","2015-09-23","2016-12-12"
"ppoudel","2015-09-23",NULL
"jwang9","2015-09-23","2016-01-04"
"chinmaj","2015-09-23","2016-12-01"
"satishk","2015-09-23","2016-11-09"
"csnook","2015-09-24",NULL
"xrzheng","2015-09-24","2016-08-10"
"tuev","2015-09-25","2016-12-13"
"xiaoj","2015-09-28","2016-11-20"
"eecaste","2015-09-28","2016-05-02"
"enystro","2015-09-30",NULL
"fparis","2015-09-30",NULL
"nmasoud","2015-09-30","2016-05-11"
"jfpaint","2015-09-30",NULL
"navudai","2015-10-13","2016-11-29"
"bdbaile","2015-10-13","2016-01-12"
"nwan","2015-10-13","2015-10-21"
"ameyp","2015-10-13","2015-10-21"
"yuxinl","2015-10-13","2016-12-01"
"adpatil","2015-10-13",NULL
"jhilber","2015-10-13",NULL
"sitew","2015-10-14","2016-12-05"
"avaliya","2015-10-19","2016-08-24"
"keivanrok","2015-10-19","2016-12-09"
"dibyendus","2015-10-19","2016-12-12"
"paritrm","2015-10-20","2016-11-18"
"sashitadi","2015-10-20","2015-12-09"
"amirhoj","2015-10-19","2016-06-17"
"parthasar","2015-10-23","2015-12-09"
"sanjayb","2015-10-19","2015-11-24"
"alirezash","2015-10-26","2016-11-01"
"niranjanp","2015-10-26","2016-07-27"
"aloksahoo","2015-10-26","2015-12-09"
"xinyaying","2015-10-26","2016-10-17"
"xuezhiw","2015-10-27","2016-12-05"
"pparaju","2015-10-27",NULL
"mit_project","2015-10-28","2016-11-10"
"nvelama","2015-10-28","2016-05-23"
"mengjid","2015-10-29","2016-12-13"
"lantana","2015-11-05","2016-10-07"
"pzou","2015-11-06","2016-12-13"
"yihengh","2015-11-10","2016-09-26"
"pwijesi","2015-11-18","2015-11-30"
"jliu4","2015-11-18","2016-06-01"
"pwickra","2015-11-18","2016-12-13"
"mjavanb","2015-11-18","2015-12-07"
"yuyuano","2015-11-19","2016-09-11"
"dmarasi","2015-11-19",NULL
"tenicho","2015-11-20",NULL
"lihongq","2015-11-20","2016-12-13"
"scn","2015-11-30","2015-12-13"
"rmonk","2015-11-30","2016-12-13"
"ambarnilp","2015-12-01","2015-12-09"
"kannansha","2015-12-01","2016-01-28"
"girishs","2015-12-02","2016-07-13"
"amahada","2015-12-02","2016-08-26"
"kafka","2015-12-02",NULL
"shikharsh","2015-12-02","2015-12-07"
"sazad","2015-12-03",NULL
"caggarwal","2015-12-07","2015-12-10"
"xzhang001","2015-12-09","2015-12-09"
"dilbert","2015-10-19","2016-01-14"
"benappiah","2015-12-09",NULL
"xbin","2015-12-11","2016-10-31"
"shbhaskar","2015-12-14","2016-12-08"
"xiaohoz","2015-12-15","2016-11-23"
"czhang7","2015-12-15","2016-11-15"
"mariiak","2015-12-28","2016-12-13"
"eamoah","2016-01-07","2016-01-08"
"kwangk","2016-01-07","2016-04-25"
"jgurman","2016-01-07","2016-04-11"
"rdetwei","2016-01-07","2016-09-01"
"khattle","2016-01-07","2016-09-15"
"cedelma","2016-01-07","2016-04-19"
"subodh","2016-01-07","2016-12-13"
"nmeade","2016-01-07","2016-04-24"
"mdeclue","2016-01-07","2016-04-19"
"jscrews","2016-01-07","2016-04-26"
"gbonds","2016-01-07","2016-04-12"
"sabsar","2016-01-07","2016-06-14"
"ramanaa","2016-01-07","2016-11-21"
"brauler","2016-01-07","2016-09-27"
"mwstone","2016-01-08","2016-12-09"
"asz","2016-01-07","2016-04-24"
"kyechur","2016-01-07","2016-04-25"
"scpicka","2016-01-07","2016-04-25"
"asferre","2016-01-07","2016-04-27"
"tkuisel","2016-01-07","2016-04-25"
"mjs3","2016-01-07","2016-04-24"
"skeels","2016-01-07","2016-04-25"
"afitzpa","2016-01-07","2016-04-26"
"gsheeha","2016-01-07","2016-04-25"
"jagates","2016-01-07","2016-04-21"
"silianl","2016-01-07","2016-04-12"
"abinsz","2016-01-07","2016-04-25"
"wdwhite","2016-01-07","2016-04-24"
"juliand","2016-01-07","2016-04-07"
"mdevenp","2016-01-07","2016-04-27"
"tjslato","2016-01-07","2016-04-22"
"bmgeorg","2016-01-07","2016-04-21"
"eparham","2016-01-07","2016-04-13"
"abader","2016-01-07","2016-04-25"
"kgrier","2016-01-06","2016-10-02"
"mkarkow","2016-01-07","2016-05-03"
"ddurham","2016-01-07","2016-04-23"
"mrainsf","2016-01-07","2016-11-04"
"iajones","2016-01-11","2016-12-13"
"csheare","2016-01-11","2016-12-02"
"ncj","2016-01-07","2016-04-23"
"rbecwar","2016-01-07",NULL
"tahardi","2016-01-07","2016-04-24"
"dbattle","2016-01-07","2016-04-24"
"juanw","2016-01-11",NULL
"adfarth","2016-01-11","2016-09-26"
"mfarahm","2016-01-11","2016-11-17"
"mkaur","2016-01-11",NULL
"srezaei","2016-01-11","2016-05-02"
"anqil","2016-01-11",NULL
"zgediko","2016-01-11","2016-01-13"
"shobai","2016-01-12","2016-12-06"
"balduse","2016-01-12","2016-12-13"
"zhec","2016-01-12","2016-03-01"
"jlou","2016-01-12","2016-04-25"
"roche","2016-01-12","2016-12-07"
"tmj2","2016-01-12","2016-01-14"
"efigg","2016-01-13","2016-03-18"
"abdullm","2016-01-13","2016-10-07"
"xiaosow","2016-01-13","2016-10-27"
"rnether","2016-01-13",NULL
"akeuban","2016-01-14",NULL
"bate","2016-01-14",NULL
"sdwilso","2016-01-14","2016-03-22"
"mariecp","2016-01-14","2016-04-28"
"mefowle","2016-01-14","2016-11-29"
"yiruic","2016-01-14","2016-05-03"
"kennag","2016-01-15","2016-06-26"
"samruth","2016-01-15",NULL
"dpandey","2016-01-15","2016-09-20"
"bramakr","2016-01-15","2016-11-30"
"jmorri2","2016-01-19","2016-01-19"
"manganm","2016-01-19","2016-12-07"
"nmbwamb","2016-01-19","2016-07-06"
"slpatri","2016-01-19","2016-02-10"
"pvansic","2016-01-20","2016-09-14"
"jeronic","2016-01-20",NULL
"denzelm","2016-01-21","2016-04-26"
"nraghav","2016-01-22",NULL
"akhaund","2016-01-25","2016-05-03"
"lboaten","2016-01-27","2016-12-14"
"xshe","2016-01-27",NULL
"gk","2016-01-28","2016-05-11"
"ralturk","2016-01-28","2016-12-05"
"hklamhcmiu","2016-01-29","2016-10-21"
"ljain","2016-01-29","2016-09-29"
"crlaw","2016-02-02","2016-04-30"
"pwakim","2016-02-02","2016-12-05"
"hjholstein","2016-02-02","2016-03-30"
"sgandur","2016-02-03","2016-11-03"
"epeygha","2016-02-04","2016-12-13"
"usatlas4","2016-02-08",NULL
"usatlas3","2016-02-08",NULL
"usatlas1","2016-02-08",NULL
"njpatel","2016-02-10","2016-02-13"
"bdesinghu","2016-02-10","2016-05-11"
"abhisek","2016-02-10",NULL
"nestor","2016-02-10","2016-02-10"
"ssdeshp","2016-02-10","2016-02-25"
"robgardner","2016-02-10","2016-03-17"
"laurenmichael","2016-02-10",NULL
"sotherd","2016-02-10",NULL
"skupis","2016-02-10","2016-09-26"
"matsrynge","2016-02-10","2016-03-17"
"emirzae","2016-02-10","2016-12-13"
"cpm2","2016-02-10","2016-11-29"
"qwei","2016-02-11","2016-10-16"
"suchandrat","2016-02-11","2016-04-05"
"rutujad","2016-02-12",NULL
"neehark","2016-02-12",NULL
"hanyug","2016-02-12","2016-12-08"
"krutikj","2016-02-12",NULL
"praartr","2016-02-12","2016-02-28"
"hkarimi","2016-02-16","2016-02-16"
"jsmith708","2016-02-18","2016-08-01"
"hpcc","2016-02-17","2016-04-15"
"zhiyuad","2016-02-18","2016-07-28"
"menghaz","2016-02-18","2016-12-06"
"dehuas","2016-02-18","2016-03-01"
"ntajiel","2016-02-23","2016-10-06"
"kpublic","2016-02-25","2016-07-15"
"sharanr","2016-02-25","2016-06-06"
"kbagalo","2016-02-25","2016-10-27"
"uschill","2016-02-25","2016-11-23"
"ghadams","2016-02-25",NULL
"phiesl","2016-02-29","2016-05-18"
"slohman","2016-03-01","2016-03-03"
"pkaran","2016-03-01","2016-09-20"
"crode","2016-03-01","2016-03-03"
"bmarti6","2016-03-01",NULL
"mchatte","2016-03-02","2016-10-31"
"sapnapg","2016-03-02","2016-09-20"
"wricha4","2016-03-02","2016-03-17"
"oalobai","2016-03-02",NULL
"yirus","2016-03-02","2016-11-09"
"etkraem","2016-03-02",NULL
"jmw9","2016-03-02","2016-11-30"
"zlemieu","2016-03-02","2016-11-22"
"gclark3","2016-03-02","2016-03-03"
"aditij","2016-03-02","2016-05-23"
"chantelchang","2016-03-03","2016-03-10"
"scleveland","2016-03-03","2016-03-09"
"vfedony","2016-03-03","2016-05-05"
"czhang6","2016-03-03","2016-12-14"
"rge","2016-03-09",NULL
"chasej","2016-03-09","2016-03-28"
"ykanno","2016-03-11","2016-08-12"
"pat","2016-03-17","2016-09-26"
"weifenw","2016-03-21","2016-12-06"
"chunlez","2016-03-21",NULL
"babur","2016-03-21","2016-06-16"
"younguj","2016-03-22","2016-12-08"
"xi4","2016-03-22","2016-08-26"
"lbagley","2016-03-22","2016-12-09"
"mgavris","2016-03-22",NULL
"bcoomes","2016-03-22","2016-03-22"
"bsenior","2016-03-22",NULL
"egarrid","2016-03-22","2016-08-10"
"vpaliya","2016-03-24","2016-03-31"
"qzhang9","2016-03-30","2016-03-30"
"rkandul","2016-03-30","2016-09-30"
"jinchel","2016-03-30","2016-03-30"
"aankitv","2016-03-30","2016-12-13"
"isafro","2016-03-30",NULL
"pgonthi","2016-03-30","2016-03-30"
"vmahmou","2016-03-30","2016-12-13"
"ojoshi","2016-03-30","2016-06-08"
"congq","2016-03-30","2016-12-11"
"sovais","2016-03-30","2016-11-06"
"wzhu","2016-03-30",NULL
"yuan7","2016-03-30",NULL
"malijan","2016-03-29","2016-10-27"
"zhiganl","2016-03-30",NULL
"sannama","2016-03-30","2016-05-11"
"hfetene","2016-03-30","2016-09-27"
"mwkielt","2016-03-29",NULL
"ckchoud","2016-04-01","2016-12-12"
"bross5","2016-04-01","2016-12-09"
"damontg","2016-04-01","2016-11-01"
"joines","2016-04-01","2016-12-13"
"sdhanda","2016-04-05",NULL
"mramosn","2016-04-06","2016-12-11"
"bsadrfa","2016-04-07","2016-11-21"
"dohyuny","2016-04-07",NULL
"mthirum","2016-04-11",NULL
"yangs","2016-04-11","2016-04-19"
"siyuan","2016-04-11","2016-05-05"
"bsengup","2016-04-19","2016-10-24"
"asrivas","2016-04-20",NULL
"lnagara","2016-04-21","2016-05-05"
"chelkyl","2016-04-22","2016-12-13"
"kbourne","2016-04-23","2016-08-30"
"cangelo","2016-04-25","2016-12-01"
"akalkha","2016-04-28","2016-12-07"
"kdbeard","2016-04-29",NULL
"swh","2016-05-02","2016-12-13"
"djweber","2016-05-03","2016-10-13"
"dnahar","2016-05-05","2016-12-11"
"lisiw","2016-05-05","2016-12-07"
"mbebler","2016-05-06","2016-07-22"
"eschnab","2016-05-06",NULL
"fakhava","2016-05-10","2016-12-09"
"cdahl","2016-05-10","2016-05-11"
"ksnethe","2016-05-10","2016-09-28"
"esassar","2016-05-11","2016-05-11"
"fryadm","2016-05-11","2016-08-26"
"jie4","2016-05-11","2016-05-11"
"hdiwan","2016-05-11","2016-08-26"
"slopes","2016-05-11","2016-05-17"
"jing3","2016-05-11","2016-05-11"
"abrownl","2016-05-11","2016-09-26"
"naren","2016-05-11","2016-05-11"
"skhoshn","2016-05-11","2016-05-11"
"xuhuiy","2016-05-12","2016-06-27"
"jessicq","2016-05-12","2016-11-30"
"yantinx","2016-05-12","2016-12-14"
"vasantk","2016-05-16","2016-08-23"
"xianyon","2016-05-16",NULL
"sjoerg","2016-05-16","2016-07-09"
"msallen","2016-05-16","2016-05-19"
"cbrumme","2016-05-17",NULL
"pgreens","2016-05-17","2016-08-18"
"aabood","2016-05-18","2016-08-11"
"pmmille","2016-05-18","2016-11-30"
"pdynes","2016-05-18","2016-12-02"
"nunderw","2016-05-18",NULL
"mtoye","2016-05-19","2016-10-28"
"fsumank","2016-05-30","2016-07-18"
"yulianl","2016-05-25","2016-06-22"
"ckechki","2016-05-24","2016-06-17"
"callen3","2016-05-30",NULL
"dlippia","2016-05-26","2016-05-26"
"blenner","2016-05-26","2016-12-12"
"uscms01","2016-06-03",NULL
"nduprez","2016-06-06","2016-07-17"
"yuanxus","2016-05-24","2016-12-08"
"tnmorri","2016-05-30","2016-06-25"
"rangeru","2016-06-08",NULL
"auac07","2016-05-24","2016-08-14"
"joberhe","2016-06-09","2016-06-09"
"gpozzat","2016-06-10",NULL
"osavcha","2016-06-10","2016-10-12"
"yunzhiz","2016-06-10","2016-06-17"
"jasprig","2016-06-13","2016-07-08"
"mforoug","2016-06-13","2016-08-25"
"yijunc","2016-06-17","2016-08-26"
"john","2016-06-17",NULL
"jbostwi","2016-06-17",NULL
"aeps","2016-06-17",NULL
"bandrea","2016-06-17",NULL
"gutier4","2016-06-17","2016-07-20"
"longshj","2016-06-17",NULL
"corbinhiggs","2016-06-17",NULL
"cpathir","2016-06-20","2016-12-08"
"sidongt","2016-06-21","2016-12-08"
"aajaaj","2016-06-22","2016-12-11"
"sharadt","2016-06-27",NULL
"emiheal","2016-06-28","2016-06-29"
"abingha","2016-06-28","2016-10-16"
"rsharmi","2016-06-29","2016-10-25"
"pjhughe","2016-06-29","2016-08-09"
"binbinl","2016-07-04","2016-07-08"
"fwang8","2016-07-05","2016-12-08"
"ajlawso","2016-07-07",NULL
"sunh","2016-07-07","2016-10-07"
"tajhh","2016-07-10","2016-07-18"
"isabelp","2016-07-10",NULL
"evonnaj","2016-07-10",NULL
"zikpefu","2016-07-10",NULL
"tierreg","2016-07-10",NULL
"markelt","2016-07-10",NULL
"cnrobin","2016-07-10",NULL
"dmharri","2016-07-10",NULL
"lcwade","2016-07-10",NULL
"cbelton","2016-07-10",NULL
"ariel3","2016-07-11",NULL
"mdmhafi","2016-07-11","2016-07-11"
"dameap","2016-07-11","2016-07-18"
"rshaydu","2016-07-12","2016-12-13"
"jainendra_agarwal","2016-07-12",NULL
"jjw","2016-07-14",NULL
"jiajinn","2016-07-14","2016-12-13"
"lissagh","2016-07-16","2016-08-02"
"sukhprk","2016-07-16","2016-12-13"
"gwhughe","2016-07-19","2016-10-27"
"yli25","2016-07-19","2016-11-28"
"fmclane","2016-07-21","2016-11-05"
"pcp","2016-07-26",NULL
"shrikas","2016-07-28",NULL
"bneece","2016-08-01",NULL
"michaelgrayson","2016-08-02",NULL
"ikil","2016-08-02",NULL
"xiong3","2016-08-02",NULL
"lzhao2","2016-08-02",NULL
"jiandew","2016-08-02",NULL
"qilun","2016-08-02",NULL
"yue6","2016-08-02",NULL
"vblizny","2016-08-03",NULL
"smycko","2016-08-03",NULL
"dwijesi","2016-08-03",NULL
"ybao","2016-08-05",NULL
"yufeil","2016-08-09",NULL
"pleight","2016-08-09",NULL
"jsybran","2016-08-09",NULL
"lvasque","2016-08-11",NULL
"jhub","2016-08-11",NULL
"qwang8","2016-08-11",NULL
"jtgoff","2016-08-15",NULL
"mdparso","2016-08-15",NULL
"bhgray","2016-08-15",NULL
"agpoore","2016-08-15",NULL
"agujara","2016-08-15",NULL
"rdhaipu","2016-08-15",NULL
"drishap","2016-08-15",NULL
"vpwatts","2016-08-15",NULL
"xiaojiw","2016-08-15",NULL
"feid","2016-08-15",NULL
"rcarte4","2016-08-15",NULL
"averyj","2016-08-15",NULL
"rtsingh","2016-08-15",NULL
"rsakrep","2016-08-15",NULL
"yaweiw","2016-08-15",NULL
"muaza","2016-08-15",NULL
"lexuans","2016-08-15",NULL
"hsdesai","2016-08-15",NULL
"cmaclel","2016-08-15",NULL
"smarri","2016-08-15",NULL
"jsanbor","2016-08-15",NULL
"rjacks4","2016-08-15",NULL
"kanjam","2016-08-15",NULL
"npolk","2016-08-15",NULL
"shashaw","2016-08-15",NULL
"wread","2016-08-15",NULL
"pelkhaw","2016-08-15",NULL
"devol","2016-08-16",NULL
"rnerell","2016-08-17",NULL
"yitianl","2016-08-17",NULL
"lingm","2016-08-17",NULL
"jmcclen","2016-08-17",NULL
"shart4","2016-08-17",NULL
"unbound","2016-08-16",NULL
"hleiend","2016-08-17",NULL
"bonnim","2016-08-17",NULL
